"","Langs","speakers","State","year"
"78210","Lithuanian",2683," California","2008"
"7949","Lettish",1620," California","2008"
"80410","Pashto",6568," California","2008"
"81610","Kurdish",1811," California","2008"
"8248","Tadzhik",35," California","2008"
"8448","Chinese",926918," California","2008"
"8548","Chinese",504987," California","2008"
"86310","Hakka",486," California","2008"
"87310","Cantonese",219085," California","2008"
"88310","Mandarin",173835," California","2008"
"89410","Fuchow",122," California","2008"
"9048","Formosan",27610," California","2008"
"9174","Wu",793," California","2008"
"92410","Japanese",143291," California","2008"
"9347","Korean",347778," California","2008"
"94310","Mon-Khmer, Cambodian",68455," California","2008"
"95310","Hmong",67522," California","2008"
"9649","Thai",41448," California","2008"
"97310","Laotian",35153," California","2008"
"9848","Vietnamese",460203," California","2008"
"10046","Kazakh",58," California","2008"
"101510","Karachay",132," California","2008"
"10244","Uighur",391," California","2008"
"10343","Azerabaijani",186," California","2008"
"10441","Turkish",10955," California","2008"
"10541","Mongolian",2337," California","2008"
"10641","Dravidian",386," California","2008"
"10741","Gondi",14," California","2008"
"10841","Telugu",27680," California","2008"
"10939","Kannada",7866," California","2008"
"11041","Malayalam",8576," California","2008"
"11171","Tamil",24213," California","2008"
"112310","Munda",139," California","2008"
"113210","Tibetan",1147," California","2008"
"11438","Burmese",15806," California","2008"
"115210","Karen",626," California","2008"
"11637","Miao-yao, Mien",14212," California","2008"
"11737","Tagalog",706785," California","2008"
"11935","Indonesian",25822," California","2008"
"12032","Balinese",47," California","2008"
"12168","Cham",417," California","2008"
"122310","Malagasy",40," California","2008"
"12336","Malay",2021," California","2008"
"12438","Bisayan",8102," California","2008"
"12531","Sebuano",3766," California","2008"
"126210","Pangasinan",1431," California","2008"
"12736","Ilocano",22352," California","2008"
"12836","Bikol",345," California","2008"
"12932","Pampangan",2903," California","2008"
"130210","Micronesian",74," California","2008"
"131410","Carolinian",25," California","2008"
"13234","Chamorro",5818," California","2008"
"133210","Marshallese",658," California","2008"
"134210","Mokilese",209," California","2008"
"135210","Mortlockese",40," California","2008"
"13629","Palau",828," California","2008"
"13728","Ponapean",165," California","2008"
"13827","Trukese",84," California","2008"
"139110","Yapese",24," California","2008"
"140110","Melanesian",96," California","2008"
"141310","Polynesian",367," California","2008"
"14228","Samoan",23480," California","2008"
"143110","Tongan",11560," California","2008"
"144110","Fijian",2328," California","2008"
"145110","Marquesan",42," California","2008"
"146110","Maori",26," California","2008"
"147110","Hawaiian",2156," California","2008"
"149110","Navajo",1782," California","2008"
"15131","Eskimo",92," California","2008"
"152110","Inupik",135," California","2008"
"153110","Yupik",214," California","2008"
"154110","Blackfoot",82," California","2008"
"155110","Delaware",40," California","2008"
"15616","Menomini",43," California","2008"
"15718","French Cree",38," California","2008"
"15816","Abnaki",13," California","2008"
"15917","Potawatomi",40," California","2008"
"16016","Yurok",491," California","2008"
"16131","Makah",33," California","2008"
"16221","Kwakiutl",17," California","2008"
"16316","Salish",43," California","2008"
"16415","Puget Sound Salish",52," California","2008"
"16515","Kuchin",22," California","2008"
"16612","Chasta Costa",79," California","2008"
"16713","Hupa",174," California","2008"
"16813","Apache",219," California","2008"
"16913","Kiowa",44," California","2008"
"17011","Mountain Maidu",304," California","2008"
"17114","Sierra Miwok",216," California","2008"
"17215","Nomlaki",38," California","2008"
"17315","Wintun",24," California","2008"
"17413","Foothill No Yokuts",149," California","2008"
"17512","Tachi",45," California","2008"
"17611","Nez Perce",7," California","2008"
"17711","Upper Chinook",30," California","2008"
"1785","Achumawi",68," California","2008"
"1795","Karok",413," California","2008"
"1804","Pomo",553," California","2008"
"18114","Washo",29," California","2008"
"18213","Mohave",142," California","2008"
"18312","Yuma",63," California","2008"
"18411","Diegueno",52," California","2008"
"18510","Delta River Yuman",55," California","2008"
"1864","Mandan",67," California","2008"
"1874","Dakota",643," California","2008"
"1883","Choctaw",127," California","2008"
"1894","Muskogee",115," California","2008"
"1904","Keres",104," California","2008"
"19112","Mohawk",20," California","2008"
"19212","Cherokee",371," California","2008"
"19311","Wichita",55," California","2008"
"19410","Mono",349," California","2008"
"1953","Paiute",292," California","2008"
"1962","Ute",18," California","2008"
"1972","Shoshoni",95," California","2008"
"1981","Cahuilla",139," California","2008"
"1991","Cupeno",11," California","2008"
"2001","Luiseno",196," California","2008"
"20111","Serrano",5," California","2008"
"20211","Pima",169," California","2008"
"20310","Yaqui",17," California","2008"
"20410","Tewa",270," California","2008"
"2051","Chinook Jargon",21," California","2008"
"2061","American Indian",1449," California","2008"
"2071","Hungarian",14081," California","2008"
"2081","Arabic",129813," California","2008"
"2091","Hebrew",39275," California","2008"
"21111","Amharic",22639," California","2008"
"21211","Berber",30," California","2008"
"21311","Chadic",354," California","2008"
"21411","Cushite",6287," California","2008"
"21510","Sudanic",519," California","2008"
"21610","Nilotic",531," California","2008"
"21710","Swahili",6914," California","2008"
"2184","Bantu",5482," California","2008"
"2191","Mande",791," California","2008"
"2201","Fulani",541," California","2008"
"22111","Gur",68," California","2008"
"22211","Kru, Ibo, Yoruba",19461," California","2008"
"22310","Efik",396," California","2008"
"2249","African",1453," California","2008"
"2261","Finnish",3011," California","2008"
"2271","Estonian",894," California","2008"
"2281","Caucasian",736," California","2008"
"2291","Basque",590," California","2008"
"2301","Syriac",18192," California","2008"
"23111","Aztecan",354," California","2008"
"23311","Oto - Manguen",1620," California","2008"
"23410","Quechua",106," California","2008"
"2354","Arawakian",217," California","2008"
"2361","Tupi-guarani",21," California","2008"
"2371","Uncodable Entries",45," California","2008"
"11051","Population",4495642," Colorado","2008"
"2391","Only English",3733134," Colorado","2008"
"6181","Spanish",543752," Colorado","2008"
"8176","French",17837," Colorado","2008"
"9181","French",17817," Colorado","2008"
"10169","Patois",20," Colorado","2008"
"11181","French Creole",563," Colorado","2008"
"12171","Italian",5617," Colorado","2008"
"13151","Portuguese",2496," Colorado","2008"
"14145","Portuguese",2496," Colorado","2008"
"15141","German",29255," Colorado","2008"
"16141","German",29232," Colorado","2008"
"17121","Luxembourgian",23," Colorado","2008"
"18121","Yiddish",94," Colorado","2008"
"20121","Pennsylvania Dutch",512," Colorado","2008"
"21121","Dutch",2728," Colorado","2008"
"22101","Afrikaans",268," Colorado","2008"
"24310","Swedish",1312," Colorado","2008"
"2551","Danish",613," Colorado","2008"
"2647","Norwegian",638," Colorado","2008"
"2751","Icelandic",192," Colorado","2008"
"2851","Greek",1965," Colorado","2008"
"29310","Russian",15298," Colorado","2008"
"3051","Polish",3971," Colorado","2008"
"3246","Serbocroatian",2385," Colorado","2008"
"33310","Croatian",461," Colorado","2008"
"3451","Serbian",407," Colorado","2008"
"36410","Ukrainian",1046," Colorado","2008"
"3751","Czech",1325," Colorado","2008"
"3851","Slovak",293," Colorado","2008"
"39410","Bulgarian",1589," Colorado","2008"
"4051","Macedonian",57," Colorado","2008"
"4151","Slovene",211," Colorado","2008"
"4249","Armenian",403," Colorado","2008"
"4351","Persian",3193," Colorado","2008"
"4449","Hindi",3919," Colorado","2008"
"4546","Gujarati",765," Colorado","2008"
"4651","Urdu",1148," Colorado","2008"
"4846","India nec 2",346," Colorado","2008"
"4949","Bengali",660," Colorado","2008"
"5048","Panjabi",396," Colorado","2008"
"51510","Marathi",645," Colorado","2008"
"5251","Oriya",22," Colorado","2008"
"53410","Nepali",1431," Colorado","2008"
"5451","Pakistan nec 2",18," Colorado","2008"
"5545","Sinhalese",40," Colorado","2008"
"5747","Jamaican Creole",382," Colorado","2008"
"58410","Krio",85," Colorado","2008"
"5951","Pidgin",26," Colorado","2008"
"60410","Romanian",1057," Colorado","2008"
"6191","Welsh",92," Colorado","2008"
"6251","Irish Gaelic",201," Colorado","2008"
"6348","Scottic Gaelic",88," Colorado","2008"
"6451","Albanian",409," Colorado","2008"
"6551","Lithuanian",199," Colorado","2008"
"6651","Lettish",655," Colorado","2008"
"6751","Pashto",367," Colorado","2008"
"6848","Kurdish",447," Colorado","2008"
"70210","Chinese",16336," Colorado","2008"
"7151","Chinese",12089," Colorado","2008"
"7251","Cantonese",1520," Colorado","2008"
"7351","Mandarin",2233," Colorado","2008"
"7451","Formosan",494," Colorado","2008"
"7551","Japanese",5975," Colorado","2008"
"7646","Korean",15469," Colorado","2008"
"7751","Mon-Khmer, Cambodian",1676," Colorado","2008"
"78310","Hmong",3018," Colorado","2008"
"7951","Thai",2508," Colorado","2008"
"8051","Laotian",1427," Colorado","2008"
"8181","Vietnamese",18275," Colorado","2008"
"83310","Turkish",835," Colorado","2008"
"8451","Mongolian",317," Colorado","2008"
"8551","Telugu",1985," Colorado","2008"
"8648","Kannada",358," Colorado","2008"
"8748","Malayalam",629," Colorado","2008"
"8843","Tamil",1304," Colorado","2008"
"8951","Tibetan",386," Colorado","2008"
"9051","Burmese",186," Colorado","2008"
"9191","Karen",669," Colorado","2008"
"9251","Miao-yao, Mien",15," Colorado","2008"
"9351","Tagalog",7392," Colorado","2008"
"9544","Indonesian",1214," Colorado","2008"
"9651","Malay",342," Colorado","2008"
"9746","Bisayan",152," Colorado","2008"
"9851","Sebuano",34," Colorado","2008"
"99310","Micronesian",104," Colorado","2008"
"10051","Chamorro",185," Colorado","2008"
"10171","Palau",270," Colorado","2008"
"10251","Trukese",164," Colorado","2008"
"10351","Samoan",290," Colorado","2008"
"10451","Tongan",88," Colorado","2008"
"10551","Fijian",10," Colorado","2008"
"10651","Marquesan",22," Colorado","2008"
"10751","Maori",80," Colorado","2008"
"10851","Hawaiian",267," Colorado","2008"
"11061","Navajo",2572," Colorado","2008"
"11241","Blackfoot",129," Colorado","2008"
"113310","Cheyenne",186," Colorado","2008"
"11441","Fox",15," Colorado","2008"
"11538","French Cree",15," Colorado","2008"
"11641","Athapascan",16," Colorado","2008"
"11741","Apache",267," Colorado","2008"
"11834","Dakota",280," Colorado","2008"
"11941","Choctaw",11," Colorado","2008"
"12041","Muskogee",23," Colorado","2008"
"12181","Keres",60," Colorado","2008"
"12241","Iroquois",16," Colorado","2008"
"12341","Cherokee",131," Colorado","2008"
"12441","Ute",877," Colorado","2008"
"12541","Shoshoni",34," Colorado","2008"
"12636","Hopi",96," Colorado","2008"
"12741","Tiwa",21," Colorado","2008"
"12841","Zuni",41," Colorado","2008"
"12941","American Indian",271," Colorado","2008"
"13032","Hungarian",1165," Colorado","2008"
"13161","Arabic",8449," Colorado","2008"
"13241","Hebrew",1774," Colorado","2008"
"13431","Amharic",5498," Colorado","2008"
"13531","Berber",89," Colorado","2008"
"13631","Chadic",2," Colorado","2008"
"13731","Cushite",1690," Colorado","2008"
"13831","Sudanic",36," Colorado","2008"
"13924","Nilotic",39," Colorado","2008"
"14022","Swahili",1196," Colorado","2008"
"14151","Bantu",432," Colorado","2008"
"14231","Mande",109," Colorado","2008"
"14326","Fulani",119," Colorado","2008"
"14425","Kru, Ibo, Yoruba",1884," Colorado","2008"
"14523","African",58," Colorado","2008"
"14723","Finnish",474," Colorado","2008"
"148110","Estonian",97," Colorado","2008"
"14921","Caucasian",13," Colorado","2008"
"15019","Aztecan",5," Colorado","2008"
"15225","Uncodable",264," Colorado","2008"
"11071","Population",3281254," Connecticut","2008"
"2401","Only English",2634649," Connecticut","2008"
"620","Spanish",309460," Connecticut","2008"
"8191","French",36857," Connecticut","2008"
"9201","French",34872," Connecticut","2008"
"10181","Patois",1985," Connecticut","2008"
"11191","French Creole",10304," Connecticut","2008"
"12191","Italian",38437," Connecticut","2008"
"13171","Portuguese",38107," Connecticut","2008"
"14161","Portuguese",38107," Connecticut","2008"
"15151","German",11445," Connecticut","2008"
"16151","German",11445," Connecticut","2008"
"17131","Yiddish",842," Connecticut","2008"
"19121","Dutch",2016," Connecticut","2008"
"20131","Afrikaans",217," Connecticut","2008"
"22121","Swedish",1729," Connecticut","2008"
"23101","Danish",327," Connecticut","2008"
"24410","Norwegian",696," Connecticut","2008"
"2561","Icelandic",68," Connecticut","2008"
"2651","Greek",9689," Connecticut","2008"
"2761","Russian",11817," Connecticut","2008"
"2861","Polish",36553," Connecticut","2008"
"3061","Serbocroatian",4363," Connecticut","2008"
"3143","Croatian",814," Connecticut","2008"
"3251","Serbian",418," Connecticut","2008"
"3461","Ukrainian",3190," Connecticut","2008"
"35310","Czech",558," Connecticut","2008"
"3651","Slovak",1548," Connecticut","2008"
"3761","Bulgarian",686," Connecticut","2008"
"3861","Macedonian",155," Connecticut","2008"
"3951","Slovene",43," Connecticut","2008"
"4061","Armenian",428," Connecticut","2008"
"4161","Persian",1567," Connecticut","2008"
"4251","Hindi",8381," Connecticut","2008"
"4361","Gujarati",4692," Connecticut","2008"
"4451","Urdu",5351," Connecticut","2008"
"4661","India nec 2",1561," Connecticut","2008"
"4751","Bengali",2965," Connecticut","2008"
"4851","Panjabi",1004," Connecticut","2008"
"4951","Marathi",1350," Connecticut","2008"
"5051","Oriya",316," Connecticut","2008"
"51610","Nepali",939," Connecticut","2008"
"5261","Sindhi",24," Connecticut","2008"
"5351","Pakistan nec 2",226," Connecticut","2008"
"5461","Sinhalese",288," Connecticut","2008"
"5651","Jamaican Creole",952," Connecticut","2008"
"5751","Krio",13," Connecticut","2008"
"5851","Romanian",2194," Connecticut","2008"
"5961","Irish Gaelic",413," Connecticut","2008"
"6051","Scottic Gaelic",54," Connecticut","2008"
"61101","Albanian",7434," Connecticut","2008"
"6261","Lithuanian",1765," Connecticut","2008"
"6351","Lettish",319," Connecticut","2008"
"6461","Pashto",71," Connecticut","2008"
"6561","Kurdish",311," Connecticut","2008"
"6761","Chinese",22829," Connecticut","2008"
"6851","Chinese",17626," Connecticut","2008"
"6951","Cantonese",2128," Connecticut","2008"
"70310","Mandarin",2656," Connecticut","2008"
"7161","Fuchow",35," Connecticut","2008"
"7261","Formosan",363," Connecticut","2008"
"7361","Wu",21," Connecticut","2008"
"7461","Japanese",3181," Connecticut","2008"
"7561","Korean",6574," Connecticut","2008"
"7651","Mon-Khmer, Cambodian",1847," Connecticut","2008"
"7761","Hmong",173," Connecticut","2008"
"7845","Thai",965," Connecticut","2008"
"7961","Laotian",3129," Connecticut","2008"
"8061","Vietnamese",6238," Connecticut","2008"
"8251","Turkish",2492," Connecticut","2008"
"83410","Telugu",3613," Connecticut","2008"
"8461","Kannada",610," Connecticut","2008"
"8561","Malayalam",2374," Connecticut","2008"
"8651","Tamil",2368," Connecticut","2008"
"8751","Tibetan",59," Connecticut","2008"
"8851","Burmese",237," Connecticut","2008"
"8961","Tagalog",6669," Connecticut","2008"
"91101","Indonesian",296," Connecticut","2008"
"9261","Malay",139," Connecticut","2008"
"9361","Bisayan",59," Connecticut","2008"
"9449","Sebuano",99," Connecticut","2008"
"9551","Pangasinan",17," Connecticut","2008"
"9661","Ilocano",24," Connecticut","2008"
"9751","Bikol",14," Connecticut","2008"
"9861","Pampangan",82," Connecticut","2008"
"9942","Chamorro",95," Connecticut","2008"
"10061","Marshallese",19," Connecticut","2008"
"10191","Palau",17," Connecticut","2008"
"10261","Samoan",13," Connecticut","2008"
"10361","Hawaiian",32," Connecticut","2008"
"10561","Navajo",102," Connecticut","2008"
"10761","Algonquian",37," Connecticut","2008"
"10861","Blackfoot",18," Connecticut","2008"
"10941","Passamaquoddy",14," Connecticut","2008"
"11081","Keres",60," Connecticut","2008"
"111101","American Indian",128," Connecticut","2008"
"11251","Hungarian",2894," Connecticut","2008"
"11341","Arabic",5710," Connecticut","2008"
"11451","Hebrew",2523," Connecticut","2008"
"11651","Amharic",461," Connecticut","2008"
