"","Langs","speakers","State","year"
"958","Tongan",3860," Hawaii","2013"
"9611","Fijian",65," Hawaii","2013"
"9710","Marquesan",65," Hawaii","2013"
"989","Rarotongan",35," Hawaii","2013"
"999","Maori",70," Hawaii","2013"
"1008","Hawaiian",18610," Hawaii","2013"
"10211","Navajo",13," Hawaii","2013"
"1047","Foothill North Yokuts",55," Hawaii","2013"
"1058","Upper Chinook",35," Hawaii","2013"
"1068","Hungarian",139," Hawaii","2013"
"1078","Arabic",446," Hawaii","2013"
"1087","Hebrew",290," Hawaii","2013"
"11011","Amharic",50," Hawaii","2013"
"11111","Swahili",40," Hawaii","2013"
"11210","Bantu",190," Hawaii","2013"
"1136","Mande",50," Hawaii","2013"
"1147","Fulani",45," Hawaii","2013"
"1158","Kru, Ibo, Yoruba",220," Hawaii","2013"
"1177","Finnish",90," Hawaii","2013"
"1186","Estonian",45," Hawaii","2013"
"1196","Uncodable",65," Hawaii","2013"
"1130","Population",1465609," Idaho","2013"
"259","Only English",1312576," Idaho","2013"
"560","Spanish",114560," Idaho","2013"
"850","French",3265," Idaho","2013"
"950","French Creole",64," Idaho","2013"
"1037","Italian",660," Idaho","2013"
"1219","Portuguese",1565," Idaho","2013"
"1419","German",4485," Idaho","2013"
"1519","Yiddish",20," Idaho","2013"
"1716","Dutch",665," Idaho","2013"
"1817","Afrikaans",45," Idaho","2013"
"1917","Frisian",70," Idaho","2013"
"2116","Swedish",400," Idaho","2013"
"2214","Danish",180," Idaho","2013"
"2313","Norwegian",130," Idaho","2013"
"2412","Greek",245," Idaho","2013"
"2510","Russian",1878," Idaho","2013"
"269","Polish",225," Idaho","2013"
"2811","Serbocroatian",2425," Idaho","2013"
"299","Croatian",70," Idaho","2013"
"308","Serbian",35," Idaho","2013"
"3212","Ukrainian",540," Idaho","2013"
"337","Czech",230," Idaho","2013"
"3410","Armenian",34," Idaho","2013"
"3512","Persian",484," Idaho","2013"
"3611","Hindi",296," Idaho","2013"
"379","Gujarati",99," Idaho","2013"
"3812","Urdu",30," Idaho","2013"
"4012","Panjabi",255," Idaho","2013"
"419","Marathi",85," Idaho","2013"
"4212","Nepali",890," Idaho","2013"
"4412","Krio",50," Idaho","2013"
"459","Romanian",895," Idaho","2013"
"469","Irish Gaelic",40," Idaho","2013"
"4711","Albanian",160," Idaho","2013"
"4811","Lithuanian",40," Idaho","2013"
"4911","Latvian",55," Idaho","2013"
"5213","Chinese",2175," Idaho","2013"
"5312","Cantonese",355," Idaho","2013"
"5411","Mandarin",490," Idaho","2013"
"5510","Formosan",260," Idaho","2013"
"569","Japanese",1595," Idaho","2013"
"578","Korean",1128," Idaho","2013"
"5811","Mon-Khmer, Cambodian",98," Idaho","2013"
"5911","Hmong",42," Idaho","2013"
"6012","Thai",412," Idaho","2013"
"6111","Laotian",787," Idaho","2013"
"6211","Vietnamese",1049," Idaho","2013"
"6411","Uighur",145," Idaho","2013"
"6512","Turkish",325," Idaho","2013"
"6611","Telugu",195," Idaho","2013"
"6710","Kannada",50," Idaho","2013"
"688","Tamil",180," Idaho","2013"
"6911","Burmese",70," Idaho","2013"
"7012","Karen",270," Idaho","2013"
"718","Tagalog",1886," Idaho","2013"
"7312","Indonesian",130," Idaho","2013"
"7412","Bisayan",70," Idaho","2013"
"7510","Sebuano",30," Idaho","2013"
"769","Chamorro",355," Idaho","2013"
"7712","Palau",25," Idaho","2013"
"7810","Trukese",45," Idaho","2013"
"799","Samoan",80," Idaho","2013"
"809","Tongan",60," Idaho","2013"
"8212","Navajo",153," Idaho","2013"
"8410","Blackfoot",30," Idaho","2013"
"8511","Cheyenne",70," Idaho","2013"
"8610","Kutenai",45," Idaho","2013"
"8711","Coeur d'Alene",55," Idaho","2013"
"8811","Apache",4," Idaho","2013"
"8910","Nez Perce",535," Idaho","2013"
"9012","Crow",15," Idaho","2013"
"9116","Dakota",50," Idaho","2013"
"9213","Paiute",65," Idaho","2013"
"9312","Northern Paiute",20," Idaho","2013"
"9411","Shoshoni",815," Idaho","2013"
"959","Pima",4," Idaho","2013"
"9612","American Indian",120," Idaho","2013"
"9711","Hungarian",108," Idaho","2013"
"9810","Arabic",1270," Idaho","2013"
"9910","Hebrew",16," Idaho","2013"
"10113","Amharic",145," Idaho","2013"
"10212","Cushite",235," Idaho","2013"
"1038","Swahili",185," Idaho","2013"
"1048","Bantu",335," Idaho","2013"
"1059","Kru, Ibo, Yoruba",85," Idaho","2013"
"1069","African",25," Idaho","2013"
"1088","Finnish",105," Idaho","2013"
"1098","Caucasian",25," Idaho","2013"
"11012","Basque",500," Idaho","2013"
"11112","Uncodable",85," Idaho","2013"
"1137","Population",12027783," Illinois","2013"
"260","Only English",9342837," Illinois","2013"
"570","Spanish",1570810," Illinois","2013"
"860","French",35005," Illinois","2013"
"960","Patois",540," Illinois","2013"
"1039","Cajun",65," Illinois","2013"
"1138","French Creole",4727," Illinois","2013"
"1220","Italian",40223," Illinois","2013"
"1420","Portuguese",6650," Illinois","2013"
"1520","Papia Mentae",50," Illinois","2013"
"1717","German",45780," Illinois","2013"
"1818","Yiddish",1372," Illinois","2013"
"2016","Pennsylvania Dutch",2315," Illinois","2013"
"2117","Dutch",3440," Illinois","2013"
"2215","Afrikaans",655," Illinois","2013"
"2413","Swedish",1950," Illinois","2013"
"2511","Danish",715," Illinois","2013"
"2610","Norwegian",820," Illinois","2013"
"2710","Icelandic",25," Illinois","2013"
"2812","Greek",33302," Illinois","2013"
"2910","Russian",41404," Illinois","2013"
"309","Polish",185121," Illinois","2013"
"3213","Serbocroatian",11720," Illinois","2013"
"338","Croatian",4910," Illinois","2013"
"3411","Serbian",14635," Illinois","2013"
"3612","Bielorussian",105," Illinois","2013"
"3710","Ukrainian",13200," Illinois","2013"
"3813","Czech",4210," Illinois","2013"
"3911","Slovak",2340," Illinois","2013"
"4013","Bulgarian",10885," Illinois","2013"
"4110","Macedonian",2150," Illinois","2013"
"4213","Slovene",615," Illinois","2013"
"4311","Armenian",2794," Illinois","2013"
"4413","Persian",6628," Illinois","2013"
"4510","Hindi",37982," Illinois","2013"
"4610","Gujarati",41596," Illinois","2013"
"4712","Urdu",42613," Illinois","2013"
"4912","India nec3",2595," Illinois","2013"
"508","Bengali",5980," Illinois","2013"
"5115","Panjabi",6585," Illinois","2013"
"5214","Marathi",4365," Illinois","2013"
"5313","Rajasthani",35," Illinois","2013"
"5412","Oriya",265," Illinois","2013"
"5511","Assamese",110," Illinois","2013"
"5610","Kashmiri",65," Illinois","2013"
"579","Nepali",3135," Illinois","2013"
"5812","Sindhi",445," Illinois","2013"
"5912","Pakistan nec3",360," Illinois","2013"
"6013","Sinhalese",445," Illinois","2013"
"6112","Romany",95," Illinois","2013"
"6311","Jamaican Creole",670," Illinois","2013"
"6412","Krio",40," Illinois","2013"
"6513","Pidgin",80," Illinois","2013"
"6612","Romanian",16340," Illinois","2013"
"6711","Welsh",145," Illinois","2013"
"689","Irish Gaelic",1560," Illinois","2013"
"6912","Scottic Gaelic",110," Illinois","2013"
"7013","Albanian",9685," Illinois","2013"
"719","Lithuanian",14415," Illinois","2013"
"7210","Latvian",1535," Illinois","2013"
"7313","Pashto",640," Illinois","2013"
"7413","Kurdish",195," Illinois","2013"
"7511","Balochi",30," Illinois","2013"
"7811","Chinese",65740," Illinois","2013"
"7910","Hakka",40," Illinois","2013"
"8010","Cantonese",13905," Illinois","2013"
"8115","Mandarin",12820," Illinois","2013"
"8213","Fuchow",35," Illinois","2013"
"8312","Formosan",2395," Illinois","2013"
"8411","Wu",30," Illinois","2013"
"8512","Japanese",12611," Illinois","2013"
"8611","Korean",49323," Illinois","2013"
"8712","Mon-Khmer, Cambodian",3650," Illinois","2013"
"8812","Hmong",415," Illinois","2013"
"8911","Thai",7266," Illinois","2013"
"9013","Laotian",3931," Illinois","2013"
"9117","Vietnamese",20907," Illinois","2013"
"9313","Kirghiz",145," Illinois","2013"
"9412","Uighur",260," Illinois","2013"
"9510","Azerbaijani",115," Illinois","2013"
"9613","Turkish",4325," Illinois","2013"
"9712","Mongolian",2185," Illinois","2013"
"9811","Tungus",105," Illinois","2013"
"9911","Dravidian",60," Illinois","2013"
"1009","Gondi",80," Illinois","2013"
"10114","Telugu",14355," Illinois","2013"
"10213","Kannada",2710," Illinois","2013"
"10310","Malayalam",13980," Illinois","2013"
"1049","Tamil",10265," Illinois","2013"
"10510","Munda",80," Illinois","2013"
"10610","Tibetan",240," Illinois","2013"
"1079","Burmese",1975," Illinois","2013"
"1089","Karen",1000," Illinois","2013"
"1099","Kachin",45," Illinois","2013"
"11013","Tagalog",80655," Illinois","2013"
"11211","Indonesian",1135," Illinois","2013"
"1139","Malay",1005," Illinois","2013"
"1148","Bisayan",1175," Illinois","2013"
"1159","Sebuano",1035," Illinois","2013"
"1165","Pangasinan",40," Illinois","2013"
"1178","Ilocano",435," Illinois","2013"
"1187","Pampangan",115," Illinois","2013"
"1197","Micronesian",10," Illinois","2013"
"1206","Chamorro",340," Illinois","2013"
"12110","Melanesian",45," Illinois","2013"
"1226","Samoan",190," Illinois","2013"
"1234","Tongan",25," Illinois","2013"
"1246","Hawaiian",40," Illinois","2013"
"1266","Navajo",53," Illinois","2013"
"1286","Cree",40," Illinois","2013"
"1296","Menomini",30," Illinois","2013"
"1305","Ojibwa",30," Illinois","2013"
"13111","Kuchin",55," Illinois","2013"
"1324","Dakota",225," Illinois","2013"
"1335","Kansa",15," Illinois","2013"
"1344","Choctaw",65," Illinois","2013"
"1355","Cherokee",60," Illinois","2013"
"1365","American Indian",75," Illinois","2013"
"1375","Hungarian",2928," Illinois","2013"
"1384","Arabic",56524," Illinois","2013"
"1395","Hebrew",6666," Illinois","2013"
"14110","Amharic",3985," Illinois","2013"
"1423","Berber",60," Illinois","2013"
"1435","Chadic",395," Illinois","2013"
"1444","Cushite",1065," Illinois","2013"
"1454","Sudanic",525," Illinois","2013"
"1465","Nilotic",70," Illinois","2013"
"1475","Swahili",1925," Illinois","2013"
"1483","Bantu",1675," Illinois","2013"
"1494","Mande",500," Illinois","2013"
"1503","Fulani",590," Illinois","2013"
"15110","Kru, Ibo, Yoruba",17940," Illinois","2013"
"1523","Efik",185," Illinois","2013"
"1533","African",545," Illinois","2013"
"1552","Finnish",510," Illinois","2013"
"1563","Estonian",330," Illinois","2013"
"1573","Caucasian",265," Illinois","2013"
"1583","Syriac",14365," Illinois","2013"
"1593","Arawakian",175," Illinois","2013"
"1602","Uncodable",110," Illinois","2013"
"1140","Population",6087409," Indiana","2013"
"270","Only English",5588460," Indiana","2013"
"580","Spanish",277380," Indiana","2013"
"870","French",13770," Indiana","2013"
"970","Patois",125," Indiana","2013"
"1040","French Creole",1438," Indiana","2013"
"1149","Italian",3574," Indiana","2013"
"1320","Portuguese",1880," Indiana","2013"
"1524","German",35400," Indiana","2013"
"1616","Yiddish",185," Indiana","2013"
"1819","Pennsylvania Dutch",15895," Indiana","2013"
"1918","Dutch",7950," Indiana","2013"
"2017","Afrikaans",275," Indiana","2013"
"2216","Swedish",220," Indiana","2013"
"2314","Danish",410," Indiana","2013"
"2414","Norwegian",120," Indiana","2013"
"2512","Icelandic",130," Indiana","2013"
"2611","Greek",4391," Indiana","2013"
"2711","Russian",4835," Indiana","2013"
"2813","Polish",4965," Indiana","2013"
"3010","Serbocroatian",2705," Indiana","2013"
"3111","Croatian",780," Indiana","2013"
"3214","Serbian",3780," Indiana","2013"
"3412","Ukrainian",1005," Indiana","2013"
"3513","Czech",350," Indiana","2013"
"3613","Slovak",435," Indiana","2013"
"3711","Bulgarian",420," Indiana","2013"
"3814","Macedonian",2875," Indiana","2013"
"3912","Slovene",55," Indiana","2013"
"4014","Armenian",122," Indiana","2013"
"4111","Persian",1480," Indiana","2013"
"4214","Hindi",7225," Indiana","2013"
"4312","Gujarati",4007," Indiana","2013"
"4414","Urdu",3573," Indiana","2013"
"4611","India nec3",1255," Indiana","2013"
"4713","Bengali",1155," Indiana","2013"
"4812","Panjabi",5130," Indiana","2013"
"4913","Marathi",860," Indiana","2013"
"509","Oriya",45," Indiana","2013"
"5116","Nepali",245," Indiana","2013"
"5215","Pakistan nec3",55," Indiana","2013"
"5314","Sinhalese",345," Indiana","2013"
"5413","Romany",50," Indiana","2013"
"5611","Jamaican Creole",85," Indiana","2013"
"5710","Krio",50," Indiana","2013"
"5813","Romanian",1145," Indiana","2013"
"5913","Irish Gaelic",230," Indiana","2013"
"6014","Scottic Gaelic",45," Indiana","2013"
"6113","Albanian",180," Indiana","2013"
"6212","Lithuanian",700," Indiana","2013"
"6312","Latvian",300," Indiana","2013"
"6413","Pashto",115," Indiana","2013"
"6712","Chinese",18560," Indiana","2013"
"6810","Cantonese",1035," Indiana","2013"
"6913","Mandarin",3020," Indiana","2013"
"7014","Formosan",460," Indiana","2013"
"7110","Wu",40," Indiana","2013"
"7211","Japanese",5857," Indiana","2013"
"7314","Korean",7588," Indiana","2013"
"7414","Mon-Khmer, Cambodian",1060," Indiana","2013"
"7512","Hmong",237," Indiana","2013"
"7610","Thai",975," Indiana","2013"
"7713","Laotian",670," Indiana","2013"
"7812","Vietnamese",4951," Indiana","2013"
"8011","Uighur",165," Indiana","2013"
"8116","Azerbaijani",60," Indiana","2013"
"8214","Turkish",655," Indiana","2013"
"8313","Mongolian",65," Indiana","2013"
"8412","Telugu",2130," Indiana","2013"
"8513","Kannada",495," Indiana","2013"
"8612","Malayalam",520," Indiana","2013"
"8713","Tamil",1780," Indiana","2013"
"8813","Tibetan",60," Indiana","2013"
"8912","Burmese",5035," Indiana","2013"
"9014","Karen",460," Indiana","2013"
"9118","Tagalog",5667," Indiana","2013"
"9314","Indonesian",565," Indiana","2013"
"9413","Malay",205," Indiana","2013"
"9511","Bisayan",370," Indiana","2013"
"9614","Sebuano",180," Indiana","2013"
"9713","Ilocano",40," Indiana","2013"
"9812","Chamorro",65," Indiana","2013"
"9912","Marshallese",35," Indiana","2013"
"10010","Samoan",55," Indiana","2013"
"10115","Fijian",10," Indiana","2013"
"10214","Hawaiian",30," Indiana","2013"
"10410","Navajo",133," Indiana","2013"
"10611","Cheyenne",40," Indiana","2013"
"10710","Miami",35," Indiana","2013"
"10810","Potawatomi",30," Indiana","2013"
"10910","Shawnee",25," Indiana","2013"
"11014","Apache",50," Indiana","2013"
"11113","Dakota",160," Indiana","2013"
"11212","Choctaw",175," Indiana","2013"
"11310","Cherokee",70," Indiana","2013"
"11410","American Indian",20," Indiana","2013"
"11510","Hungarian",995," Indiana","2013"
"1166","Arabic",9017," Indiana","2013"
"1179","Hebrew",1231," Indiana","2013"
"1198","Amharic",1805," Indiana","2013"
"1207","Chadic",35," Indiana","2013"
"12111","Cushite",285," Indiana","2013"
"1227","Swahili",1510," Indiana","2013"
"1235","Bantu",960," Indiana","2013"
"1247","Mande",130," Indiana","2013"
"1256","Fulani",215," Indiana","2013"
"1267","Kru, Ibo, Yoruba",3970," Indiana","2013"
"1276","African",310," Indiana","2013"
"1297","Finnish",125," Indiana","2013"
"1306","Estonian",60," Indiana","2013"
"13112","Caucasian",15," Indiana","2013"
"1325","Syriac",20," Indiana","2013"
"1345","Arawakian",30," Indiana","2013"
"1356","Uncodable",90," Indiana","2013"
"1150","Population",2864943," Iowa","2013"
"280","Only English",2657355," Iowa","2013"
"590","Spanish",113175," Iowa","2013"
"880","French",5440," Iowa","2013"
"980","French Creole",31," Iowa","2013"
"1050","Italian",1083," Iowa","2013"
"1228","Portuguese",670," Iowa","2013"
"1424","German",12465," Iowa","2013"
"1525","Luxembourgian",20," Iowa","2013"
"1617","Yiddish",253," Iowa","2013"
"1820","Pennsylvania Dutch",2015," Iowa","2013"
"1919","Dutch",1630," Iowa","2013"
"2018","Afrikaans",125," Iowa","2013"
"2217","Swedish",220," Iowa","2013"
"2315","Danish",425," Iowa","2013"
"2415","Norwegian",565," Iowa","2013"
"2513","Icelandic",55," Iowa","2013"
"2612","Greek",562," Iowa","2013"
"2712","Russian",1936," Iowa","2013"
"2814","Polish",522," Iowa","2013"
"3011","Serbocroatian",7965," Iowa","2013"
"3112","Croatian",265," Iowa","2013"
"3215","Serbian",405," Iowa","2013"
"3413","Ukrainian",595," Iowa","2013"
"3514","Czech",620," Iowa","2013"
"3614","Slovak",115," Iowa","2013"
"3712","Bulgarian",60," Iowa","2013"
"3815","Armenian",122," Iowa","2013"
"3913","Persian",327," Iowa","2013"
"4015","Hindi",2628," Iowa","2013"
"4112","Gujarati",532," Iowa","2013"
"4215","Urdu",806," Iowa","2013"
"4415","India nec3",355," Iowa","2013"
"4511","Bengali",200," Iowa","2013"
"4612","Panjabi",330," Iowa","2013"
"4714","Marathi",610," Iowa","2013"
"4813","Assamese",10," Iowa","2013"
"4914","Nepali",720," Iowa","2013"
"5010","Pakistan nec3",50," Iowa","2013"
"5117","Sinhalese",75," Iowa","2013"
"5315","Romanian",245," Iowa","2013"
"5414","Irish Gaelic",45," Iowa","2013"
"5512","Scottic Gaelic",10," Iowa","2013"
"5612","Albanian",455," Iowa","2013"
"5711","Lithuanian",215," Iowa","2013"
"5814","Latvian",90," Iowa","2013"
"5914","Pashto",30," Iowa","2013"
"6213","Chinese",8290," Iowa","2013"
"6313","Cantonese",335," Iowa","2013"
"6414","Mandarin",875," Iowa","2013"
"6514","Formosan",315," Iowa","2013"
"6613","Japanese",1142," Iowa","2013"
"6713","Korean",3037," Iowa","2013"
"6811","Mon-Khmer, Cambodian",528," Iowa","2013"
"6914","Hmong",299," Iowa","2013"
"7015","Thai",1679," Iowa","2013"
"7111","Laotian",4039," Iowa","2013"
"7212","Vietnamese",7499," Iowa","2013"
"7415","Turkish",445," Iowa","2013"
"7513","Mongolian",70," Iowa","2013"
"7611","Telugu",1600," Iowa","2013"
"7714","Kannada",260," Iowa","2013"
"7813","Malayalam",495," Iowa","2013"
"7911","Tamil",890," Iowa","2013"
"8012","Munda",10," Iowa","2013"
"8117","Burmese",330," Iowa","2013"
"8215","Karen",905," Iowa","2013"
"8314","Tagalog",2348," Iowa","2013"
"8514","Indonesian",100," Iowa","2013"
"8613","Malay",265," Iowa","2013"
"8714","Bisayan",15," Iowa","2013"
"8814","Sebuano",70," Iowa","2013"
"8913","Ilocano",35," Iowa","2013"
"9015","Micronesian",215," Iowa","2013"
"9119","Chamorro",165," Iowa","2013"
"9214","Mokilese",20," Iowa","2013"
"9315","Palau",50," Iowa","2013"
"9414","Ponapean",140," Iowa","2013"
"9512","Samoan",45," Iowa","2013"
"9615","Tongan",45," Iowa","2013"
"9714","Hawaiian",50," Iowa","2013"
"9913","Navajo",39," Iowa","2013"
"10116","Inupik",55," Iowa","2013"
"10215","Algonquian",390," Iowa","2013"
"10311","Fox",250," Iowa","2013"
"10411","Ojibwa",15," Iowa","2013"
"10511","Dakota",205," Iowa","2013"
"10612","Chiwere",30," Iowa","2013"
"10711","Winnebago",30," Iowa","2013"
"10811","Mono",105," Iowa","2013"
"10911","American Indian",65," Iowa","2013"
"11015","Hungarian",82," Iowa","2013"
"11114","Arabic",4593," Iowa","2013"
"11213","Hebrew",268," Iowa","2013"
"11411","Amharic",545," Iowa","2013"
"11511","Chadic",75," Iowa","2013"
"1167","Cushite",480," Iowa","2013"
"11710","Sudanic",640," Iowa","2013"
"1188","Nilotic",315," Iowa","2013"
"1199","Swahili",1110," Iowa","2013"
"1208","Bantu",930," Iowa","2013"
"12112","Mande",125," Iowa","2013"
"1229","Kru, Ibo, Yoruba",525," Iowa","2013"
"1236","Efik",100," Iowa","2013"
"1248","Mbum (and related)",110," Iowa","2013"
"1268","Finnish",25," Iowa","2013"
"1277","Estonian",25," Iowa","2013"
"1287","Caucasian",80," Iowa","2013"
"1298","Syriac",55," Iowa","2013"
"13113","Uncodable",210," Iowa","2013"
"1160","Population",2665346," Kansas","2013"
"290","Only English",2371428," Kansas","2013"
"5100","Spanish",195105," Kansas","2013"
"890","French",4715," Kansas","2013"
"990","Patois",70," Kansas","2013"
"1060","Cajun",65," Kansas","2013"
"1168","French Creole",337," Kansas","2013"
"1230","Italian",1058," Kansas","2013"
"1425","Portuguese",1340," Kansas","2013"
"1618","German",13095," Kansas","2013"
"1718","Yiddish",70," Kansas","2013"
"1920","Pennsylvania Dutch",540," Kansas","2013"
"2019","Dutch",1015," Kansas","2013"
"2118","Afrikaans",330," Kansas","2013"
"2316","Swedish",185," Kansas","2013"
"2416","Danish",120," Kansas","2013"
"2514","Norwegian",135," Kansas","2013"
"2613","Icelandic",125," Kansas","2013"
"2713","Greek",351," Kansas","2013"
"2815","Russian",2860," Kansas","2013"
"2911","Polish",469," Kansas","2013"
"3113","Serbocroatian",85," Kansas","2013"
"3216","Croatian",530," Kansas","2013"
"339","Serbian",60," Kansas","2013"
"3515","Ukrainian",100," Kansas","2013"
"3615","Czech",195," Kansas","2013"
"3713","Bulgarian",320," Kansas","2013"
"3816","Macedonian",55," Kansas","2013"
"3914","Armenian",113," Kansas","2013"
"4016","Persian",1485," Kansas","2013"
"4113","Hindi",2919," Kansas","2013"
"4216","Gujarati",575," Kansas","2013"
"4313","Urdu",1203," Kansas","2013"
"4512","India nec3",310," Kansas","2013"
"4613","Bengali",1050," Kansas","2013"
"4715","Panjabi",830," Kansas","2013"
"4814","Marathi",305," Kansas","2013"
"4915","Kashmiri",60," Kansas","2013"
"5011","Nepali",685," Kansas","2013"
"5118","Sindhi",30," Kansas","2013"
"5216","Pakistan nec3",100," Kansas","2013"
"5316","Sinhalese",515," Kansas","2013"
"5513","Jamaican Creole",15," Kansas","2013"
"5613","Romanian",270," Kansas","2013"
"5712","Albanian",60," Kansas","2013"
"5815","Latvian",40," Kansas","2013"
"5915","Pashto",70," Kansas","2013"
"6015","Kurdish",65," Kansas","2013"
"6314","Chinese",8665," Kansas","2013"
"6415","Hakka",75," Kansas","2013"
"6515","Cantonese",560," Kansas","2013"
"6614","Mandarin",1175," Kansas","2013"
"6714","Formosan",240," Kansas","2013"
"6812","Japanese",1918," Kansas","2013"
"6915","Korean",3556," Kansas","2013"
"7016","Mon-Khmer, Cambodian",655," Kansas","2013"
"7112","Hmong",1474," Kansas","2013"
"7213","Thai",663," Kansas","2013"
"7315","Laotian",3672," Kansas","2013"
"7416","Vietnamese",12557," Kansas","2013"
"7612","Kazakh",35," Kansas","2013"
"7715","Turkish",520," Kansas","2013"
"7814","Telugu",2135," Kansas","2013"
"7912","Kannada",190," Kansas","2013"
"8013","Malayalam",570," Kansas","2013"
"8118","Tamil",1080," Kansas","2013"
"8216","Tibetan",15," Kansas","2013"
"8315","Burmese",905," Kansas","2013"
"8413","Karen",245," Kansas","2013"
"8515","Tagalog",3786," Kansas","2013"
"8715","Indonesian",375," Kansas","2013"
"8815","Malay",120," Kansas","2013"
"8914","Bisayan",200," Kansas","2013"
"9016","Sebuano",55," Kansas","2013"
"9120","Ilocano",50," Kansas","2013"
"9215","Chamorro",35," Kansas","2013"
"9316","Palau",65," Kansas","2013"
"9415","Ponapean",205," Kansas","2013"
"9513","Melanesian",20," Kansas","2013"
"9616","Samoan",100," Kansas","2013"
"9715","Hawaiian",95," Kansas","2013"
"9914","Navajo",641," Kansas","2013"
"10117","Kickapoo",40," Kansas","2013"
"10216","Menomini",40," Kansas","2013"
"10312","Potawatomi",240," Kansas","2013"
"10412","Apache",25," Kansas","2013"
"10512","Dakota",165," Kansas","2013"
"10613","Chiwere",15," Kansas","2013"
"10712","Osage",20," Kansas","2013"
"10812","Ponca",25," Kansas","2013"
"10912","Choctaw",35," Kansas","2013"
"11016","Muskogee",25," Kansas","2013"
"11115","Cherokee",235," Kansas","2013"
"11214","American Indian",80," Kansas","2013"
"11311","Hungarian",172," Kansas","2013"
"11412","Arabic",4607," Kansas","2013"
"11512","Hebrew",439," Kansas","2013"
"11711","Amharic",820," Kansas","2013"
"1189","Berber",340," Kansas","2013"
"11910","Cushite",940," Kansas","2013"
"1209","Nilotic",50," Kansas","2013"
"12113","Swahili",2815," Kansas","2013"
"12210","Bantu",380," Kansas","2013"
"1237","Mande",95," Kansas","2013"
"1249","Fulani",225," Kansas","2013"
"1257","Kru, Ibo, Yoruba",615," Kansas","2013"
"1269","African",90," Kansas","2013"
"1288","Finnish",35," Kansas","2013"
"1307","Uncodable",90," Kansas","2013"
"1169","Population",4082467," Kentucky","2013"
"2100","Only English",3879829," Kentucky","2013"
"5101","Spanish",104470," Kentucky","2013"
"8100","French",7995," Kentucky","2013"
"9100","Patois",35," Kentucky","2013"
"1070","French Creole",465," Kentucky","2013"
"1170","Italian",943," Kentucky","2013"
"1326","Portuguese",770," Kentucky","2013"
"1526","German",13015," Kentucky","2013"
"1619","Yiddish",109," Kentucky","2013"
"1821","Pennsylvania Dutch",3440," Kentucky","2013"
"1922","Dutch",1790," Kentucky","2013"
"2020","Afrikaans",115," Kentucky","2013"
"2218","Swedish",140," Kentucky","2013"
"2317","Danish",265," Kentucky","2013"
"2417","Norwegian",250," Kentucky","2013"
"2515","Greek",802," Kentucky","2013"
"2614","Russian",2108," Kentucky","2013"
"2714","Polish",535," Kentucky","2013"
"2912","Serbocroatian",4825," Kentucky","2013"
"3012","Croatian",115," Kentucky","2013"
"3114","Serbian",130," Kentucky","2013"
"3310","Ukrainian",1080," Kentucky","2013"
"3414","Czech",125," Kentucky","2013"
"3516","Slovak",85," Kentucky","2013"
"3616","Bulgarian",395," Kentucky","2013"
"3714","Armenian",145," Kentucky","2013"
"3817","Persian",1021," Kentucky","2013"
"3915","Hindi",2429," Kentucky","2013"
"4017","Gujarati",1266," Kentucky","2013"
"4114","Urdu",1245," Kentucky","2013"
"4314","India nec3",355," Kentucky","2013"
"4416","Bengali",575," Kentucky","2013"
"4513","Panjabi",635," Kentucky","2013"
"4614","Marathi",355," Kentucky","2013"
"4716","Oriya",25," Kentucky","2013"
"4815","Nepali",1855," Kentucky","2013"
"4916","Sindhi",40," Kentucky","2013"
"5012","Pakistan nec3",30," Kentucky","2013"
"5119","Sinhalese",175," Kentucky","2013"
"5217","Romany",45," Kentucky","2013"
"5415","Jamaican Creole",35," Kentucky","2013"
"5514","Krio",30," Kentucky","2013"
"5614","Pidgin",15," Kentucky","2013"
"5713","Romanian",470," Kentucky","2013"
"5816","Irish Gaelic",55," Kentucky","2013"
"5916","Albanian",545," Kentucky","2013"
"6016","Lithuanian",60," Kentucky","2013"
"6114","Latvian",15," Kentucky","2013"
"6214","Pashto",20," Kentucky","2013"
"6315","Kurdish",140," Kentucky","2013"
"6615","Chinese",6780," Kentucky","2013"
"6715","Cantonese",160," Kentucky","2013"
"6813","Mandarin",1100," Kentucky","2013"
"6916","Formosan",225," Kentucky","2013"
"7017","Japanese",4813," Kentucky","2013"
"7113","Korean",3091," Kentucky","2013"
"7214","Mon-Khmer, Cambodian",1122," Kentucky","2013"
"7316","Hmong",86," Kentucky","2013"
"7417","Thai",843," Kentucky","2013"
"7514","Laotian",423," Kentucky","2013"
"7613","Vietnamese",4964," Kentucky","2013"
"7815","Uighur",90," Kentucky","2013"
"7913","Azerbaijani",50," Kentucky","2013"
"8014","Turkish",580," Kentucky","2013"
"8119","Mongolian",20," Kentucky","2013"
"8217","Telugu",1690," Kentucky","2013"
"8316","Kannada",145," Kentucky","2013"
"8414","Malayalam",290," Kentucky","2013"
"8516","Tamil",760," Kentucky","2013"
"8614","Burmese",685," Kentucky","2013"
"8716","Karen",755," Kentucky","2013"
"8816","Tagalog",2885," Kentucky","2013"
"9017","Indonesian",230," Kentucky","2013"
"9121","Bisayan",170," Kentucky","2013"
"9216","Sebuano",105," Kentucky","2013"
"9317","Ilocano",15," Kentucky","2013"
"9416","Chamorro",80," Kentucky","2013"
"9514","Palau",105," Kentucky","2013"
"9617","Ponapean",15," Kentucky","2013"
"9716","Samoan",135," Kentucky","2013"
